Module	Section	Sample Name	Source
FastQC	all_sections	SRR3437052_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437052_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437055_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437055_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437070_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437070_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437058_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437058_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437087_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437087_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437059_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437059_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437081_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437081_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437074_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437074_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437061_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437061_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437071_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437071_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437054_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437054_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437060_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437060_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437055_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437055_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437057_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437057_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437060_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437060_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437058_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437058_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437052_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437052_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437077_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437077_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437068_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437068_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437076_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437076_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437086_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437086_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437065_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437065_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437057_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437057_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437086_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437086_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437051_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437051_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437068_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437068_R1_process1_fastqc.zip
FastQC	all_sections	SRR3437084_R2_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437084_R2_process1_fastqc.zip
FastQC	all_sections	SRR3437083_R1_process1	/storage/caadams/dissertation/fastqc_process_1/GSE80609/SRR3437083_R1_process1_fastqc.zip
